:START_ID(Document),:END_ID(Category)
d-central/business-legal/CivicMesh/INV-005-CivicMesh-Competitive-Analysis-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/INV-006-D-Central-Cooperative-Economy-Investor-Thesis-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/INV-007-CivicMesh-Government-Validation-Package-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/IRAP-TM-001-NRC-IRAP-Application-TrafficMesh-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-001-D-Central-Group-Articles-of-Incorporation-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-005-Corporate-Structure-Chart-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-CM-001-CivicMesh-Inc-Articles-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-CM-011-Municipal-Data-Federation-Agreement-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-CM-012-HOA-Condo-Participation-Agreement-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-CM-017-MSSP-Franchise-Disclosure-Document-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-GUARD-COOP-001-CivicMesh-Guard-Cooperative-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-MSSP-COOP-001-CivicMesh-MSSP-Cooperative-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LEGAL-TM-001-TrafficMesh-Technologies-Articles-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-001-ISC-Phase1-Application-Framework-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-002-ISC-Phase2-Application-Framework-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-003-Mitacs-Accelerate-University-Research-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-004-Mitacs-Accelerate-Entrepreneur-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-005-FedDev-Ontario-Application-Framework-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/LOAN-CM-006-Smart-Cities-Challenge-Framework-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-CCSC-003-Public-Consultation-Toolkit-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-CM-GOV-002-CivicMesh-Anti-Flock-Positioning-Brief-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-CM-GOV-003-Government-Incentive-Programme-Brief-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-INS-001-Insurance-Partner-Pitch-Deck-Narrative-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-MSSP-001-MSSP-Partner-Programme-Prospectus-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-TM-GOV-001-TrafficMesh-Ottawa-Revenue-Gap-Brief-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-TM-GOV-002-OC-Transpo-Pitch-Deck-Narrative-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-TM-GOV-003-City-of-Ottawa-Pitch-Deck-Narrative-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/MKT-TM-GOV-005-TrafficMesh-Deterrence-Argument-Brief-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-COM-002-CivicMesh-Town-Hall-Public-Consultation-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-CONF-002-CivicMesh-Conference-Talk-Smart-Cities-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-GOV-001-TrafficMesh-OC-Transpo-Pilot-Presentation-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-GOV-002-TrafficMesh-City-of-Ottawa-Council-Presentation-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-INV-002-CivicMesh-Deep-Dive-Deck-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/PPTX-MSSP-001-CivicMesh-MSSP-Partner-Recruitment-Deck-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/REG-CM-003-CivicMesh-Open-Source-Licence-Compliance-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/REG-COOP-001-Cooperative-Regulatory-Compliance-Matrix-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/REG-TM-001-TrafficMesh-Ontario-HTA-Compliance-Analysis-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/REG-TM-002-TrafficMesh-Provincial-Variation-Matrix-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/SRED-CM-001-SR-ED-Project-Ledger-CivicMesh-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/SRED-TM-001-SR-ED-Project-Ledger-TrafficMesh-v1-docx.md,business-legal
d-central/business-legal/CivicMesh/TRAIN-007-Accredited-Training-Provider-Programme-v1-docx.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Comprehensive-Cost-Analysis-for-Open-Source-Mesh-Network-Development-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Decentralized-Community-Funding-Model-for-Local-Food-Mesh-Network-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Innovative-Cooperative-Business-Models-for-the-Mesh-Economy-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Business-Onboarding-Playbook-90-Day-Value-Capture-Guide-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Business-Pitch-Stakeholder-Presentation-Template-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Development-Funding-Cascade-Live-Build-Strategy-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Value-Chain-Visualization-Quick-Reference-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/Restaurant-Mesh-Transformation-Complete-Cost-Analysis-Revenue-Generation-md.md,business-legal
d-central/business-legal/D-Central-Business-User-Application/_superseded/Mesh-Network-Business-Pitch-Stakeholder-Presentation-Template-md-c3e6da8b.md,business-legal
d-central/business-legal/D-Central-Hardware-Software-Tech-Stack/_superseded/compass-artifact-wf-af3ab4ca-b286-41e2-992f-574eff3ea5fa-text-markdown-md.md,business-legal
d-central/business-legal/D-Central-Live-Development/community-first-strategy-md.md,business-legal
d-central/business-legal/D-Central-Live-Development/dccentral-business-model-md.md,business-legal
d-central/business-legal/D-Central-Live-Development/tactical-implementation-md.md,business-legal
d-central/business-legal/D-Central-v2/dcentral-creator-economy-telecom-critical-analysis-md.md,business-legal
d-central/business-legal/D-Central-v2/dcentral-sales-ecosystem-critical-analysis-md.md,business-legal
d-central/business-legal/D-Central-v2/dcentral-workforce-commerce-mlm-critical-analysis-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/_superseded/community-first-strategy-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/_superseded/compass-artifact-wf-af3ab4ca-b286-41e2-992f-574eff3ea5fa-text-markdown-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/_superseded/mesh-onboarding-playbook-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/dcentral-sectors-comprehensive-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/local-food-mesh-template-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/mesh-cooperative-infrastructure-md.md,business-legal
d-central/business-legal/D-Central-x-OBCC/mesh-network-loan-template-md.md,business-legal
d-central/business-legal/D-Central/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md.md,business-legal
d-central/business-legal/D-Central/_superseded/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md-e5486498.md,business-legal
d-central/business-legal/Drone-Zoe/Enterprise-Partnerships.md,business-legal
d-central/business-legal/Federated-Learning-Platform/Universal-TDP-and-Derivative-Markets-Framework-md.md,business-legal
d-central/business-legal/IHOSE/02-Business-Case-ROI-md.md,business-legal
d-central/business-legal/IHOSE/06-Implementation-Roadmap-md.md,business-legal
d-central/business-legal/IHOSE/08-Ecosystem-Business-Models-md.md,business-legal
d-central/business-legal/IHOSE/BUSINESS-PRESENTATION-md.md,business-legal
d-central/business-legal/IHOSE/IMPROVEMENT-RECOMMENDATIONS-md.md,business-legal
d-central/business-legal/Local-Fediverse/Academic-Institution-Specific-ROI-Value-Propositions-md.md,business-legal
d-central/business-legal/Local-Fediverse/Enhanced-Value-Added-Services-for-Academic-Institutions-md.md,business-legal
d-central/business-legal/Local-Fediverse/FediFlow-Institutional-Fediverse-Platform-Business-Plan-md.md,business-legal
d-central/business-legal/Local-Fediverse/_superseded/Academic-Institution-Specific-ROI-Value-Propositions-md-b8b972f8.md,business-legal
d-central/business-legal/Local-Fediverse/_superseded/Enhanced-Value-Added-Services-for-Academic-Institutions-md-78b65e96.md,business-legal
d-central/business-legal/Open-Secure/Executive-Summary-One-Page-md.md,business-legal
d-central/business-legal/Open-Secure/OS-PACS-v2-md.md,business-legal
d-central/business-legal/Open-Vision/_superseded/02-Business-Case-ROI-md.md,business-legal
d-central/business-legal/Open-Vision/_superseded/06-Implementation-Roadmap-md.md,business-legal
d-central/business-legal/Open-Vision/_superseded/08-Ecosystem-Business-Models-md.md,business-legal
d-central/business-legal/Open-Vision/_superseded/BUSINESS-PRESENTATION-md.md,business-legal
d-central/business-legal/Open-Vision/_superseded/IMPROVEMENT-RECOMMENDATIONS-md.md,business-legal
d-central/business-legal/Security-Ecosystem/Previous-Chat.md,business-legal
d-central/business-legal/conversation-artifacts/DC-B2B-001_v1.0_B2BExpansion.md,business-legal
d-central/business-legal/conversation-artifacts/DC-COOP-001_v1.0_SodBoys_FullRebuild.md,business-legal
d-central/business-legal/conversation-artifacts/DC-COOP-001_v2.0_SodBoys_FullExpansion.md,business-legal
d-central/business-legal/conversation-artifacts/DC-ENTERPRISE-001_v1.0_WhiteLabel.md,business-legal
d-central/business-legal/conversation-artifacts/DC-FOS-001_v1.0_SodBoys.md,business-legal
d-central/business-legal/conversation-artifacts/DC-LIC-001_Regulated_Licensing_Pathway.md,business-legal
d-central/business-legal/conversation-artifacts/DC-NETINFRA-001_v1.0_NetworkInfrastructure.md,business-legal
d-central/business-legal/conversation-artifacts/DC-PROCUREMENT-001.md,business-legal
d-central/business-legal/conversation-artifacts/DC-REINVEST-001-Corporate-Procurement-Plan.md,business-legal
d-central/business-legal/conversation-artifacts/DC-REINVEST-002-Full-Immediate-Buildout.md,business-legal
d-central/business-legal/conversation-artifacts/DC-REINVEST-003-Master-Procurement-Plan.md,business-legal
d-central/core/economics/CivicMesh/DC-CM-INS-001-Insurance-Integration-Specification-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/FIN-CM-002-CivicMesh-Unit-Economics-Model-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/FIN-CM-005-MSSP-Cooperative-Revenue-Model-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/FIN-COOP-001-Cooperative-Patronage-Distribution-Model-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/FIN-TM-001-TrafficMesh-Revenue-Model-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/MKT-INS-002-Insurance-Data-Product-Catalogue-v1-docx.md,core/economics
d-central/core/economics/CivicMesh/OS-PATROL-TM-INS-001-TrafficMesh-Insurance-Integration-v1-docx.md,core/economics
d-central/core/economics/D-Central-Business-User-Application/Mesh-Web3-Revenue-Combination-Strategies-Maximum-Value-Extraction-md.md,core/economics
d-central/core/economics/D-Central-x-OBCC/_superseded/mesh-web3-combos-md.md,core/economics
d-central/core/economics/Federated-Learning-Platform/Cooperative-Economics-Implementation-Guide-md.md,core/economics
d-central/core/economics/Federated-System-Integration/_superseded/comprehensive-trades-cooperative-analysis-md.md,core/economics
d-central/core/economics/Federated-System-Integration/comprehensive-professional-cooperative-analysis-md.md,core/economics
d-central/core/economics/Local-Fediverse/comprehensive-trades-cooperative-analysis-md.md,core/economics
d-central/core/economics/conversation-artifacts/DC-MONETARY-001_Multi_Tier_Currency_Architecture.md,core/economics
d-central/core/governance/Bounty/Dynamic-Operator-Deployment-System-for-D-Central-Intelligence-Workflows-md.md,core/governance
d-central/core/governance/Bounty/Operator-Credentialing-System-for-D-Central-Intelligence-Network-md.md,core/governance
d-central/core/governance/Bounty/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe.md,core/governance
d-central/core/governance/Bounty/_superseded/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe-0d4033e6.md,core/governance
d-central/core/governance/CivicMesh/DC-CM-APP-009-CivicMesh-Manager-Dashboard-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/DC-CM-FED-001-CivicMesh-Federation-Protocol-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/DC-CM-GOV-002-Community-Audit-Framework-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/DC-CM-GOV-003-Transparency-Reporting-Standard-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/DC-STRAT-001-D-Central-Master-Strategy-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/PPTX-CONF-003-D-Central-Cooperative-Economy-Talk-v1-docx.md,core/governance
d-central/core/governance/CivicMesh/PPTX-INV-003-D-Central-Cooperative-Economy-Thesis-Deck-v1-docx.md,core/governance
d-central/core/governance/D-Central-Live-Development/dcentral-framework-md.md,core/governance
d-central/core/governance/D-Central-v2/D-Central-Complete-Fractal-DAO-Governance-Architecture-md-7edde1e7.md,core/governance
d-central/core/governance/D-Central-v2/_superseded/D-Central-Complete-Fractal-DAO-Governance-Architecture-md.md,core/governance
d-central/core/governance/Federated-System-Integration/comprehensive-government-public-sector-analysis-md.md,core/governance
d-central/core/governance/IHOSE/IHOSE-Federation-Ecosystem-Framework-md.md,core/governance
d-central/core/governance/conversation-artifacts/DC-AGD-002_governance_data_sdk_network-effects.md,core/governance
d-central/core/governance/conversation-artifacts/DC-FRACTAL-001_Fractal_Cell_Architecture.md,core/governance
d-central/core/governance/conversation-artifacts/DC-GOV-002_Conglomerate_Governance_Architecture.md,core/governance
d-central/core/governance/conversation-artifacts/DC-MOGUL-001_Principal_Track_Protocol.md,core/governance
d-central/core/governance/conversation-artifacts/DC-TPL-000_Template_Standard.md,core/governance
d-central/core/governance/conversation-artifacts/DC-VENTURE-001_Venture_Sequencing_Registry.md,core/governance
d-central/core/identity/CivicMesh/DC-CM-B2B-005-Commercial-Driver-VC-Schema-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/DC-CM-B2B-006-Commercial-Platform-API-Integration-Spec-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/DC-CM-CERT-001-Technician-Certification-Programme-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/DC-CM-CHAIN-001-On-Chain-Anchoring-Specification-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/DC-CM-SUPPLY-001-Open-Supply-Chain-Architecture-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/DC-CM-WALLET-001-Wallet-Verification-Infrastructure-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/TRAIN-002-Track1-Node-Technician-Curriculum-v1-docx.md,core/identity
d-central/core/identity/CivicMesh/TRAIN-006-Track5-Municipal-Partner-Curriculum-v1-docx.md,core/identity
d-central/core/identity/Drone-Zoe/Drone-Zoe-Haiti-Decentralized-Open-Credentialing-System-md.md,core/identity
d-central/core/identity/Drone-Zoe/_superseded/Drone-Zoe-Haiti-Decentralized-Open-Credentialing-System-md-b1557673.md,core/identity
d-central/core/identity/Drone-Zoe/micro-credential-system-md.md,core/identity
d-central/core/identity/Federated-Learning-Platform/blockchain-education-architecture-md.md,core/identity
d-central/core/identity/Local-Fediverse/decentralized-trades-training-platform-md.md,core/identity
d-central/core/identity/Open-Secure/OS-DRONE-Decentralized-Identity-VC-md.md,core/identity
d-central/core/identity/Open-Secure/OpenPIV-Project-Organization-md.md,core/identity
d-central/core/identity/Open-Secure/OpenPIV-Technical-Architecture-md.md,core/identity
d-central/core/identity/Open-Secure/Provincial-PIV-Infrastructure-Integration-md.md,core/identity
d-central/core/identity/Open-Secure/Provincial-Security-Guard-Universal-Credential-System-md.md,core/identity
d-central/core/identity/Open-Secure/_superseded/OS-DRONE-Decentralized-Identity-VC-md-1119f649.md,core/identity
d-central/core/observability/CivicMesh/DC-CM-APP-003-CivicMesh-NOC-Console-v1-docx.md,core/observability
d-central/core/observability/CivicMesh/DC-CM-NOC-001-NOC-Dashboard-Specification-v1-docx.md,core/observability
d-central/core/observability/D-Central-v2/dcentral-operations-runbook-md.md,core/observability
d-central/haiti-diaspora/Drone-Zoe/Comprehensive-Democratized-Development-Framework-for-Haiti-md-735f60aa.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/Drone-Zoe-Haiti-Complete-Platform-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/Drone-Zoe-Haiti-Monetization-Strategy-Revenue-Streams-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/Integrated-Financial-Structure.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/Multi-Sector-Development.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/_superseded/Comprehensive-Democratized-Development-Framework-for-Haiti-md-69464cae.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/_superseded/Comprehensive-Democratized-Development-Framework-for-Haiti-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/_superseded/haiti-drone-expanded-strategy-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/drone-cooperative-technical-architecture-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/expanded-monetization-guide-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/haiti-drone-expanded-strategy-md-eb50bcaa.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/haiti-drone-integration-framework-md.md,haiti-diaspora
d-central/haiti-diaspora/Drone-Zoe/water-communications-cooperative-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/Email-Introduction-to-Laurent-Gabriel-C-t-Fournier-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/Enhanced-Educational-Sovereignty-Framework-Complete-Technical-Integration-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/Integrated-Community-Sovereignty-Platform-16-Sector-Integration-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/Technical-Implementation-Guide-Multi-Sector-Integration-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-adoption-barriers-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-risks-community-integration-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-solutions-roadmap-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/comprehensive-educational-sovereignty-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/comprehensive-standards-all-platforms-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/deep-technical-integration-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/haiti-education-federation-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/security-email-md.md,haiti-diaspora
d-central/haiti-diaspora/Federated-Learning-Platform/universal-global-standards-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-Project-1/haiti-mesh-plan-txt.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-1-3-Health-System-Collapse-Complete-Integrated-Cooperative-Framework-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-1-4-Food-Security-Crisis-Complete-Integrated-Cooperative-Framework-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-2-1-Inter-Sector-Crisis-Cascades-Complete-Integrated-Cooperative-Framework-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-2-2-Climate-as-Universal-Crisis-Multiplier-Complete-Integrated-Cooperative-Fra.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-3-1-Government-of-Haiti-Recommendations-Complete-Integrated-Cooperative-Framew.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/2-3-2-International-Community-Recommendations-Complete-Integrated-Cooperative-Fr.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md-fa474e23.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/Complete-HCCC-GraphRAG-GraphQL-System-Implementation-Guide-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/Comprehensive-GraphRAG-GraphQL-System-Design-Document-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/_superseded/2-3-1-Government-of-Haiti-Recommendations-Complete-Integrated-Cooperative-Framew-56b1d80d.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/_superseded/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md-d47533bb.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/_superseded/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/_superseded/complete-framework-tex.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/_superseded/hait-security-proposal-eng-tex.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/complete-enhanced-haiti-framework-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/complete-merged-haiti-framework-txt.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/expanded-section-2-md.md,haiti-diaspora
d-central/haiti-diaspora/Haiti-open-framework/haiti-security-proposal-md.md,haiti-diaspora
d-central/haiti-diaspora/VDI-Solutions/D-Central-Ecosystem-Haiti-Integration-Framework-md-53dbf869.md,haiti-diaspora
d-central/haiti-diaspora/VDI-Solutions/D-Central-Ecosystem-Haiti-Integration-Framework-md.md,haiti-diaspora
d-central/hardware/campus/D-Central-Hardware-Software-Tech-Stack/mesh-network-tech-stack-md.md,hardware/campus
d-central/hardware/campus/D-Central/dccentral-expanded-blueprint-md.md,hardware/campus
d-central/hardware/campus/conversation-artifacts/DC-CAMPUS-001_Neighbourhood_Campus_Master_Spec.md,hardware/campus
d-central/hardware/sensing-planes/Bounty/collection-layer-expansion-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/CivicMesh/DC-CS-NODE-001-CommunityShield-Node-Specification-v1-docx.md,hardware/sensing-planes
d-central/hardware/sensing-planes/CivicMesh/DC-ME-ARCH-001-MeshEar-Architecture-v1-docx.md,hardware/sensing-planes
d-central/hardware/sensing-planes/CivicMesh/OS-PATROL-TM-FLEET-001-TrafficMesh-Fleet-Node-Specification-v1-docx.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Drone-Zoe/_superseded/drone-selection-guide2-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Drone-Zoe/_superseded/updated-drone-guide-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Drone-Zoe/drone-selection-guide2-md-f756780a.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Drone-Zoe/updated-drone-guide-md-1780e328.md,hardware/sensing-planes
d-central/hardware/sensing-planes/IHOSE/02-Hardware-Specifications-docx.md,hardware/sensing-planes
d-central/hardware/sensing-planes/IHOSE/05-Hardware-Specifications-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/IHOSE/HARDWARE-BOM-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/IHOSE/bom-enterprise-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Open-Vision/_superseded/02-Hardware-Specifications-docx.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Open-Vision/_superseded/05-Hardware-Specifications-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/Open-Vision/_superseded/HARDWARE-BOM-md.md,hardware/sensing-planes
