:START_ID(Document),:END_ID(Project)
d-central/business-legal/D-Central-Live-Development/tactical-implementation-md.md,D Central Live Development
d-central/business-legal/D-Central-v2/dcentral-creator-economy-telecom-critical-analysis-md.md,D Central v2
d-central/business-legal/D-Central-v2/dcentral-sales-ecosystem-critical-analysis-md.md,D Central v2
d-central/business-legal/D-Central-v2/dcentral-workforce-commerce-mlm-critical-analysis-md.md,D Central v2
d-central/business-legal/D-Central-x-OBCC/_superseded/community-first-strategy-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/_superseded/compass-artifact-wf-af3ab4ca-b286-41e2-992f-574eff3ea5fa-text-markdown-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/_superseded/mesh-onboarding-playbook-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/dcentral-sectors-comprehensive-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/local-food-mesh-template-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/mesh-cooperative-infrastructure-md.md,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/mesh-network-loan-template-md.md,D Central x OBCC
d-central/business-legal/D-Central/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md.md,D Central
d-central/business-legal/D-Central/_superseded/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md-e5486498.md,D Central
d-central/business-legal/Drone-Zoe/Enterprise-Partnerships.md,Drone Zoe
d-central/business-legal/Federated-Learning-Platform/Universal-TDP-and-Derivative-Markets-Framework-md.md,Federated Learning Platform
d-central/business-legal/IHOSE/02-Business-Case-ROI-md.md,IHOSE
d-central/business-legal/IHOSE/06-Implementation-Roadmap-md.md,IHOSE
d-central/business-legal/IHOSE/08-Ecosystem-Business-Models-md.md,IHOSE
d-central/business-legal/IHOSE/BUSINESS-PRESENTATION-md.md,IHOSE
d-central/business-legal/IHOSE/IMPROVEMENT-RECOMMENDATIONS-md.md,IHOSE
d-central/business-legal/Local-Fediverse/Academic-Institution-Specific-ROI-Value-Propositions-md.md,Local Fediverse
d-central/business-legal/Local-Fediverse/Enhanced-Value-Added-Services-for-Academic-Institutions-md.md,Local Fediverse
d-central/business-legal/Local-Fediverse/FediFlow-Institutional-Fediverse-Platform-Business-Plan-md.md,Local Fediverse
d-central/business-legal/Local-Fediverse/_superseded/Academic-Institution-Specific-ROI-Value-Propositions-md-b8b972f8.md,Local Fediverse
d-central/business-legal/Local-Fediverse/_superseded/Enhanced-Value-Added-Services-for-Academic-Institutions-md-78b65e96.md,Local Fediverse
d-central/business-legal/Open-Secure/Executive-Summary-One-Page-md.md,Open Secure
d-central/business-legal/Open-Secure/OS-PACS-v2-md.md,Open Secure
d-central/business-legal/Open-Vision/_superseded/02-Business-Case-ROI-md.md,Open Vision
d-central/business-legal/Open-Vision/_superseded/06-Implementation-Roadmap-md.md,Open Vision
d-central/business-legal/Open-Vision/_superseded/08-Ecosystem-Business-Models-md.md,Open Vision
d-central/business-legal/Open-Vision/_superseded/BUSINESS-PRESENTATION-md.md,Open Vision
d-central/business-legal/Open-Vision/_superseded/IMPROVEMENT-RECOMMENDATIONS-md.md,Open Vision
d-central/business-legal/Security-Ecosystem/Previous-Chat.md,Security Ecosystem
d-central/core/economics/CivicMesh/DC-CM-INS-001-Insurance-Integration-Specification-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/FIN-CM-002-CivicMesh-Unit-Economics-Model-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/FIN-CM-005-MSSP-Cooperative-Revenue-Model-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/FIN-COOP-001-Cooperative-Patronage-Distribution-Model-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/FIN-TM-001-TrafficMesh-Revenue-Model-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/MKT-INS-002-Insurance-Data-Product-Catalogue-v1-docx.md,CivicMesh
d-central/core/economics/CivicMesh/OS-PATROL-TM-INS-001-TrafficMesh-Insurance-Integration-v1-docx.md,CivicMesh
d-central/core/economics/D-Central-Business-User-Application/Mesh-Web3-Revenue-Combination-Strategies-Maximum-Value-Extraction-md.md,D Central Business/ User Application
d-central/core/economics/D-Central-x-OBCC/_superseded/mesh-web3-combos-md.md,D Central x OBCC
d-central/core/economics/Federated-Learning-Platform/Cooperative-Economics-Implementation-Guide-md.md,Federated Learning Platform
d-central/core/economics/Federated-System-Integration/_superseded/comprehensive-trades-cooperative-analysis-md.md,Federated System Integration
d-central/core/economics/Federated-System-Integration/comprehensive-professional-cooperative-analysis-md.md,Federated System Integration
d-central/core/economics/Local-Fediverse/comprehensive-trades-cooperative-analysis-md.md,Local Fediverse
d-central/core/governance/Bounty/Dynamic-Operator-Deployment-System-for-D-Central-Intelligence-Workflows-md.md,Bounty
d-central/core/governance/Bounty/Operator-Credentialing-System-for-D-Central-Intelligence-Network-md.md,Bounty
d-central/core/governance/Bounty/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe.md,Bounty
d-central/core/governance/Bounty/_superseded/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe-0d4033e6.md,Bounty
d-central/core/governance/CivicMesh/DC-CM-APP-009-CivicMesh-Manager-Dashboard-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/DC-CM-FED-001-CivicMesh-Federation-Protocol-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/DC-CM-GOV-002-Community-Audit-Framework-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/DC-CM-GOV-003-Transparency-Reporting-Standard-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/DC-STRAT-001-D-Central-Master-Strategy-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/PPTX-CONF-003-D-Central-Cooperative-Economy-Talk-v1-docx.md,CivicMesh
d-central/core/governance/CivicMesh/PPTX-INV-003-D-Central-Cooperative-Economy-Thesis-Deck-v1-docx.md,CivicMesh
d-central/core/governance/D-Central-Live-Development/dcentral-framework-md.md,D Central Live Development
d-central/core/governance/D-Central-v2/D-Central-Complete-Fractal-DAO-Governance-Architecture-md-7edde1e7.md,D Central v2
d-central/core/governance/D-Central-v2/_superseded/D-Central-Complete-Fractal-DAO-Governance-Architecture-md.md,D Central v2
d-central/core/governance/Federated-System-Integration/comprehensive-government-public-sector-analysis-md.md,Federated System Integration
d-central/core/governance/IHOSE/IHOSE-Federation-Ecosystem-Framework-md.md,IHOSE
d-central/core/identity/CivicMesh/DC-CM-B2B-005-Commercial-Driver-VC-Schema-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/DC-CM-B2B-006-Commercial-Platform-API-Integration-Spec-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/DC-CM-CERT-001-Technician-Certification-Programme-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/DC-CM-CHAIN-001-On-Chain-Anchoring-Specification-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/DC-CM-SUPPLY-001-Open-Supply-Chain-Architecture-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/DC-CM-WALLET-001-Wallet-Verification-Infrastructure-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/TRAIN-002-Track1-Node-Technician-Curriculum-v1-docx.md,CivicMesh
d-central/core/identity/CivicMesh/TRAIN-006-Track5-Municipal-Partner-Curriculum-v1-docx.md,CivicMesh
d-central/core/identity/Drone-Zoe/Drone-Zoe-Haiti-Decentralized-Open-Credentialing-System-md.md,Drone Zoe
d-central/core/identity/Drone-Zoe/_superseded/Drone-Zoe-Haiti-Decentralized-Open-Credentialing-System-md-b1557673.md,Drone Zoe
d-central/core/identity/Drone-Zoe/micro-credential-system-md.md,Drone Zoe
d-central/core/identity/Federated-Learning-Platform/blockchain-education-architecture-md.md,Federated Learning Platform
d-central/core/identity/Local-Fediverse/decentralized-trades-training-platform-md.md,Local Fediverse
d-central/core/identity/Open-Secure/OS-DRONE-Decentralized-Identity-VC-md.md,Open Secure
d-central/core/identity/Open-Secure/OpenPIV-Project-Organization-md.md,Open Secure
d-central/core/identity/Open-Secure/OpenPIV-Technical-Architecture-md.md,Open Secure
d-central/core/identity/Open-Secure/Provincial-PIV-Infrastructure-Integration-md.md,Open Secure
d-central/core/identity/Open-Secure/Provincial-Security-Guard-Universal-Credential-System-md.md,Open Secure
d-central/core/identity/Open-Secure/_superseded/OS-DRONE-Decentralized-Identity-VC-md-1119f649.md,Open Secure
d-central/core/observability/CivicMesh/DC-CM-APP-003-CivicMesh-NOC-Console-v1-docx.md,CivicMesh
d-central/core/observability/CivicMesh/DC-CM-NOC-001-NOC-Dashboard-Specification-v1-docx.md,CivicMesh
d-central/core/observability/D-Central-v2/dcentral-operations-runbook-md.md,D Central v2
d-central/haiti-diaspora/Drone-Zoe/Comprehensive-Democratized-Development-Framework-for-Haiti-md-735f60aa.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/Drone-Zoe-Haiti-Complete-Platform-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/Drone-Zoe-Haiti-Monetization-Strategy-Revenue-Streams-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/Integrated-Financial-Structure.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/Multi-Sector-Development.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/_superseded/Comprehensive-Democratized-Development-Framework-for-Haiti-md-69464cae.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/_superseded/Comprehensive-Democratized-Development-Framework-for-Haiti-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/_superseded/haiti-drone-expanded-strategy-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/drone-cooperative-technical-architecture-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/expanded-monetization-guide-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/haiti-drone-expanded-strategy-md-eb50bcaa.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/haiti-drone-integration-framework-md.md,Drone Zoe
d-central/haiti-diaspora/Drone-Zoe/water-communications-cooperative-md.md,Drone Zoe
d-central/haiti-diaspora/Federated-Learning-Platform/Email-Introduction-to-Laurent-Gabriel-C-t-Fournier-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/Enhanced-Educational-Sovereignty-Framework-Complete-Technical-Integration-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/Integrated-Community-Sovereignty-Platform-16-Sector-Integration-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/Technical-Implementation-Guide-Multi-Sector-Integration-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-adoption-barriers-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-risks-community-integration-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/blockchain-solutions-roadmap-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/comprehensive-educational-sovereignty-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/comprehensive-standards-all-platforms-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/deep-technical-integration-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/haiti-education-federation-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/security-email-md.md,Federated Learning Platform
d-central/haiti-diaspora/Federated-Learning-Platform/universal-global-standards-md.md,Federated Learning Platform
d-central/haiti-diaspora/Haiti-Project-1/haiti-mesh-plan-txt.md,Haiti Project 1
d-central/haiti-diaspora/Haiti-open-framework/2-1-3-Health-System-Collapse-Complete-Integrated-Cooperative-Framework-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/2-1-4-Food-Security-Crisis-Complete-Integrated-Cooperative-Framework-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/2-2-1-Inter-Sector-Crisis-Cascades-Complete-Integrated-Cooperative-Framework-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/2-2-2-Climate-as-Universal-Crisis-Multiplier-Complete-Integrated-Cooperative-Fra.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/2-3-1-Government-of-Haiti-Recommendations-Complete-Integrated-Cooperative-Framew.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/2-3-2-International-Community-Recommendations-Complete-Integrated-Cooperative-Fr.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md-fa474e23.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/Complete-HCCC-GraphRAG-GraphQL-System-Implementation-Guide-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/Comprehensive-GraphRAG-GraphQL-System-Design-Document-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/_superseded/2-3-1-Government-of-Haiti-Recommendations-Complete-Integrated-Cooperative-Framew-56b1d80d.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/_superseded/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md-d47533bb.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/_superseded/Complete-Enhanced-Open-Source-Cooperative-Resilience-Framework-for-Haiti-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/_superseded/complete-framework-tex.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/_superseded/hait-security-proposal-eng-tex.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/complete-enhanced-haiti-framework-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/complete-merged-haiti-framework-txt.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/expanded-section-2-md.md,Haiti open framework
d-central/haiti-diaspora/Haiti-open-framework/haiti-security-proposal-md.md,Haiti open framework
d-central/haiti-diaspora/VDI-Solutions/D-Central-Ecosystem-Haiti-Integration-Framework-md-53dbf869.md,VDI Solutions
d-central/haiti-diaspora/VDI-Solutions/D-Central-Ecosystem-Haiti-Integration-Framework-md.md,VDI Solutions
d-central/hardware/campus/D-Central-Hardware-Software-Tech-Stack/mesh-network-tech-stack-md.md,D Central Hardware/Software Tech Stack
d-central/hardware/campus/D-Central/dccentral-expanded-blueprint-md.md,D Central
d-central/hardware/sensing-planes/Bounty/collection-layer-expansion-md.md,Bounty
d-central/hardware/sensing-planes/CivicMesh/DC-CS-NODE-001-CommunityShield-Node-Specification-v1-docx.md,CivicMesh
d-central/hardware/sensing-planes/CivicMesh/DC-ME-ARCH-001-MeshEar-Architecture-v1-docx.md,CivicMesh
d-central/hardware/sensing-planes/CivicMesh/OS-PATROL-TM-FLEET-001-TrafficMesh-Fleet-Node-Specification-v1-docx.md,CivicMesh
d-central/hardware/sensing-planes/Drone-Zoe/_superseded/drone-selection-guide2-md.md,Drone Zoe
d-central/hardware/sensing-planes/Drone-Zoe/_superseded/updated-drone-guide-md.md,Drone Zoe
d-central/hardware/sensing-planes/Drone-Zoe/drone-selection-guide2-md-f756780a.md,Drone Zoe
d-central/hardware/sensing-planes/Drone-Zoe/updated-drone-guide-md-1780e328.md,Drone Zoe
d-central/hardware/sensing-planes/IHOSE/02-Hardware-Specifications-docx.md,IHOSE
d-central/hardware/sensing-planes/IHOSE/05-Hardware-Specifications-md.md,IHOSE
d-central/hardware/sensing-planes/IHOSE/HARDWARE-BOM-md.md,IHOSE
d-central/hardware/sensing-planes/IHOSE/bom-enterprise-md.md,IHOSE
d-central/hardware/sensing-planes/Open-Vision/_superseded/02-Hardware-Specifications-docx.md,Open Vision
d-central/hardware/sensing-planes/Open-Vision/_superseded/05-Hardware-Specifications-md.md,Open Vision
d-central/hardware/sensing-planes/Open-Vision/_superseded/HARDWARE-BOM-md.md,Open Vision
d-central/hardware/sensing-planes/Open-Vision/_superseded/bom-enterprise-md.md,Open Vision
d-central/hardware/shi-node/CivicMesh/DC-CM-HW-001-Open-Hardware-Reference-Design-v1-docx.md,CivicMesh
d-central/mesh-services/ai/Bounty/DION-Platform-API-Completion-of-OpenAPI-Specification-md.md,Bounty
d-central/mesh-services/ai/Bounty/DION-Platform-Backend-Services-Implementation-txt.md,Bounty
d-central/mesh-services/ai/Bounty/api-integration-architecture-md.md,Bounty
d-central/mesh-services/ai/Bounty/federated-hybrid-integration-md.md,Bounty
d-central/mesh-services/ai/D-Central-Business-User-Application/D-Central-AI-Agent-Complete-Reference-Guide-md.md,D Central Business/ User Application
d-central/mesh-services/ai/Federated-Learning-Platform/emerging-tech-integration-md.md,Federated Learning Platform
d-central/mesh-services/ai/IHOSE/IHOSE-Digital-Twin-Knowledge-Graph-Architecture-md.md,IHOSE
d-central/mesh-services/compute/D-Central-v2/D-Central-Edge-Distribution-Computation-Deep-Dive-md-4aa82ecd.md,D Central v2
d-central/mesh-services/compute/D-Central-v2/_superseded/D-Central-Edge-Distribution-Computation-Deep-Dive-md.md,D Central v2
