path:ID(Document),doc_uuid,dedup_status,category,project
d-central/business-legal/CivicMesh/INV-002-CivicMesh-Deep-Dive-Investor-Deck-v1-docx.md,4118b248-9109-4051-960d-d07ab22e868d,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/INV-003-D-Central-Group-One-Pager-v1-docx.md,1e49b430-b0b9-4292-96bc-d08623eed81b,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/INV-005-CivicMesh-Competitive-Analysis-v1-docx.md,8c8fab6c-4ea9-487b-ad24-27cb270b3432,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/INV-006-D-Central-Cooperative-Economy-Investor-Thesis-v1-docx.md,ea8b4494-166b-4160-acee-4241ef22ab02,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/INV-007-CivicMesh-Government-Validation-Package-v1-docx.md,8838f29b-c5ce-4d13-8d19-b8f37dd1d403,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/IRAP-TM-001-NRC-IRAP-Application-TrafficMesh-v1-docx.md,63f374b6-978b-4e4a-991b-eddccafee379,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-001-D-Central-Group-Articles-of-Incorporation-v1-docx.md,30acdaa2-c626-4632-9fe7-88ef67b34949,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-005-Corporate-Structure-Chart-v1-docx.md,0083eb05-d3f7-490f-ac3e-99afe2c94ecf,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-CM-001-CivicMesh-Inc-Articles-v1-docx.md,d057468a-f2d0-4cc2-94c9-be79c4a1e11f,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-CM-011-Municipal-Data-Federation-Agreement-v1-docx.md,67822838-9b09-4975-b01a-de502ca784fe,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-CM-012-HOA-Condo-Participation-Agreement-v1-docx.md,6ebfbb24-2d15-42ec-927c-74bc366b251d,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-CM-017-MSSP-Franchise-Disclosure-Document-v1-docx.md,a7cd553e-6d5a-4a1e-882d-64c54bd47b19,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-GUARD-COOP-001-CivicMesh-Guard-Cooperative-v1-docx.md,eacd3995-702f-4226-b9cb-73e2fad0af1f,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-MSSP-COOP-001-CivicMesh-MSSP-Cooperative-v1-docx.md,d64a3b24-b729-42e3-bb8d-ae6858b03793,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LEGAL-TM-001-TrafficMesh-Technologies-Articles-v1-docx.md,b9d018e1-140a-412e-8faf-a0e468e15871,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-001-ISC-Phase1-Application-Framework-v1-docx.md,564aba4d-4593-44b1-a165-e792f7487031,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-002-ISC-Phase2-Application-Framework-v1-docx.md,7510294e-c140-468f-97c8-cf0c6ad632c6,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-003-Mitacs-Accelerate-University-Research-v1-docx.md,e6c6a2ae-1af7-43a5-b8cf-7f2151f74bac,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-004-Mitacs-Accelerate-Entrepreneur-v1-docx.md,a5fe9e05-a071-467f-9a91-2df681426d30,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-005-FedDev-Ontario-Application-Framework-v1-docx.md,7f557fb7-2ea6-4856-8505-991f3c490018,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/LOAN-CM-006-Smart-Cities-Challenge-Framework-v1-docx.md,8fb0c8a0-7239-4ba2-a8e9-5ac226a200ff,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-CCSC-003-Public-Consultation-Toolkit-v1-docx.md,539e0bd4-ceeb-48cd-ab98-4baad1477409,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-CM-GOV-002-CivicMesh-Anti-Flock-Positioning-Brief-v1-docx.md,bddc0f43-03d2-480e-b4e9-992abed5559d,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-CM-GOV-003-Government-Incentive-Programme-Brief-v1-docx.md,c4780179-79fe-473f-974f-81689d7510c9,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-INS-001-Insurance-Partner-Pitch-Deck-Narrative-v1-docx.md,eeae49fc-c5e2-474e-9a18-4caabfe479c7,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-MSSP-001-MSSP-Partner-Programme-Prospectus-v1-docx.md,46f8b326-d5aa-4425-b793-e0316ba8c875,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-TM-GOV-001-TrafficMesh-Ottawa-Revenue-Gap-Brief-v1-docx.md,a256ab1f-1619-43ea-bba4-4656556b9774,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-TM-GOV-002-OC-Transpo-Pitch-Deck-Narrative-v1-docx.md,68931e2d-1c9a-41a4-a597-0330a710bf90,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-TM-GOV-003-City-of-Ottawa-Pitch-Deck-Narrative-v1-docx.md,5df39d5a-e8f5-43bf-8d02-300301020385,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/MKT-TM-GOV-005-TrafficMesh-Deterrence-Argument-Brief-v1-docx.md,b4f88fac-ca92-4065-97ac-2df9b4a968d6,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-COM-002-CivicMesh-Town-Hall-Public-Consultation-v1-docx.md,2e287026-cdbe-43e4-832c-6e40d0433bb4,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-CONF-002-CivicMesh-Conference-Talk-Smart-Cities-v1-docx.md,f5ae2764-e9c1-4cbc-9f64-12a868fb59d8,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-GOV-001-TrafficMesh-OC-Transpo-Pilot-Presentation-v1-docx.md,cb5b6420-4624-44f7-b3a0-52dacd4f77fc,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-GOV-002-TrafficMesh-City-of-Ottawa-Council-Presentation-v1-docx.md,ff57be1d-02f7-42ea-a6ff-2fa82b7db981,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-INV-002-CivicMesh-Deep-Dive-Deck-v1-docx.md,8b9c2d6a-9c38-4094-8b67-cc24d16804a5,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/PPTX-MSSP-001-CivicMesh-MSSP-Partner-Recruitment-Deck-v1-docx.md,b27259ff-4c5d-4b1f-b9ac-5ce43d3251e1,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/REG-CM-003-CivicMesh-Open-Source-Licence-Compliance-v1-docx.md,464a189b-a7c0-441f-ad69-2a5dd837ff06,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/REG-COOP-001-Cooperative-Regulatory-Compliance-Matrix-v1-docx.md,2185253e-6ceb-4bac-ab84-8a7a4256e5cd,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/REG-TM-001-TrafficMesh-Ontario-HTA-Compliance-Analysis-v1-docx.md,7e8854af-d193-468c-994a-497ccbe5428c,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/REG-TM-002-TrafficMesh-Provincial-Variation-Matrix-v1-docx.md,956952f4-5579-43b4-b903-85706597b493,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/SRED-CM-001-SR-ED-Project-Ledger-CivicMesh-v1-docx.md,8555473b-d76f-4a7a-8174-8f5bc097aad7,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/SRED-TM-001-SR-ED-Project-Ledger-TrafficMesh-v1-docx.md,cbf96a07-3539-4550-9ef3-023fb1be8432,canonical,business-legal,CivicMesh
d-central/business-legal/CivicMesh/TRAIN-007-Accredited-Training-Provider-Programme-v1-docx.md,72d5b234-6652-44c7-a2ba-63e47c6ba8ea,canonical,business-legal,CivicMesh
d-central/business-legal/D-Central-Business-User-Application/Comprehensive-Cost-Analysis-for-Open-Source-Mesh-Network-Development-md.md,b1db3c4f-8fda-4d7c-80d1-cb1ac3ebc53a,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Decentralized-Community-Funding-Model-for-Local-Food-Mesh-Network-md.md,1572d631-81f0-4cdf-9184-a2c3ac6c63ff,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Innovative-Cooperative-Business-Models-for-the-Mesh-Economy-md.md,c1fe93eb-ff43-425b-b2f2-b26d40b507a0,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Business-Onboarding-Playbook-90-Day-Value-Capture-Guide-md.md,77b79849-eb1a-44d1-a0fe-edff09d1f808,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Business-Pitch-Stakeholder-Presentation-Template-md.md,19ed5c47-4293-4a33-b023-284152285059,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Development-Funding-Cascade-Live-Build-Strategy-md.md,dea93728-1c45-43b9-83d6-55da5faef4e1,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Mesh-Network-Value-Chain-Visualization-Quick-Reference-md.md,444cced0-94ec-41fb-95d3-a51fb2561e05,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/Restaurant-Mesh-Transformation-Complete-Cost-Analysis-Revenue-Generation-md.md,aa73fcf7-42e3-4e1c-93ae-561b5fe82675,canonical,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Business-User-Application/_superseded/Mesh-Network-Business-Pitch-Stakeholder-Presentation-Template-md-c3e6da8b.md,c3e6da8b-ec97-40e3-b1ab-4b233b2a260b,superseded,business-legal,D Central Business/ User Application
d-central/business-legal/D-Central-Hardware-Software-Tech-Stack/_superseded/compass-artifact-wf-af3ab4ca-b286-41e2-992f-574eff3ea5fa-text-markdown-md.md,2f589a23-ea94-412c-957e-34a25ae565a1,superseded,business-legal,D Central Hardware/Software Tech Stack
d-central/business-legal/D-Central-Live-Development/community-first-strategy-md.md,fb1de315-e816-4e7c-bfda-a4a5a598e5f5,canonical,business-legal,D Central Live Development
d-central/business-legal/D-Central-Live-Development/dccentral-business-model-md.md,7cf4ad5e-2ce3-43fb-9cc1-7e9c02488208,canonical,business-legal,D Central Live Development
d-central/business-legal/D-Central-Live-Development/tactical-implementation-md.md,a460c52d-3111-4626-860a-4eb1f1cf5cd4,canonical,business-legal,D Central Live Development
d-central/business-legal/D-Central-v2/dcentral-creator-economy-telecom-critical-analysis-md.md,1e341dfa-5aed-4334-95f6-48c8f7af4eed,canonical,business-legal,D Central v2
d-central/business-legal/D-Central-v2/dcentral-sales-ecosystem-critical-analysis-md.md,a819e31e-3b6d-4b01-8293-634194416286,canonical,business-legal,D Central v2
d-central/business-legal/D-Central-v2/dcentral-workforce-commerce-mlm-critical-analysis-md.md,b5cd6f59-9e43-423d-9629-7b1a4e19d47b,canonical,business-legal,D Central v2
d-central/business-legal/D-Central-x-OBCC/_superseded/community-first-strategy-md.md,da478c55-e622-476f-aa22-1389a5dccd98,superseded,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/_superseded/compass-artifact-wf-af3ab4ca-b286-41e2-992f-574eff3ea5fa-text-markdown-md.md,000bf52b-399a-4065-b44b-40b7cf47f742,superseded,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/_superseded/mesh-onboarding-playbook-md.md,adb23199-f1bc-4c8a-9dc4-25a5beb86a81,superseded,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/dcentral-sectors-comprehensive-md.md,ad1f1666-5c18-4106-b4b5-4e1cb5e9a897,canonical,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/local-food-mesh-template-md.md,36ec5d7f-5710-4a32-85c7-40ec54689f92,canonical,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/mesh-cooperative-infrastructure-md.md,997a2958-ffac-4522-8ec9-a313c31d7d22,canonical,business-legal,D Central x OBCC
d-central/business-legal/D-Central-x-OBCC/mesh-network-loan-template-md.md,aa4dba13-e1e2-4814-b2eb-3cb28ddafa08,canonical,business-legal,D Central x OBCC
d-central/business-legal/D-Central/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md.md,b2ec8863-fa66-415f-b212-ca3c82de0196,canonical,business-legal,D Central
d-central/business-legal/D-Central/_superseded/D-Central-x-OBCC-Complete-Master-Implementation-Plan-md-e5486498.md,e5486498-963a-4a3f-a85d-96b2bd58ff89,superseded,business-legal,D Central
d-central/business-legal/Drone-Zoe/Enterprise-Partnerships.md,4d99bf1e-7844-4b48-a406-ca13d3f65ea9,canonical,business-legal,Drone Zoe
d-central/business-legal/Federated-Learning-Platform/Universal-TDP-and-Derivative-Markets-Framework-md.md,80c76046-b322-4228-98d3-ab14b929bcee,canonical,business-legal,Federated Learning Platform
d-central/business-legal/IHOSE/02-Business-Case-ROI-md.md,f7f7f68e-4308-4b58-aa3f-bd937b2ddf74,canonical,business-legal,IHOSE
d-central/business-legal/IHOSE/06-Implementation-Roadmap-md.md,75e96be3-ea29-4a50-98ee-d212f27df95c,canonical,business-legal,IHOSE
d-central/business-legal/IHOSE/08-Ecosystem-Business-Models-md.md,26208d39-8c0d-419b-8109-23e2d911cb8c,canonical,business-legal,IHOSE
d-central/business-legal/IHOSE/BUSINESS-PRESENTATION-md.md,e73ac3bd-5986-4471-9edf-989fcc178a18,canonical,business-legal,IHOSE
d-central/business-legal/IHOSE/IMPROVEMENT-RECOMMENDATIONS-md.md,23b00c2d-f3cb-448b-a616-cf75cd9d3b59,canonical,business-legal,IHOSE
d-central/business-legal/Local-Fediverse/Academic-Institution-Specific-ROI-Value-Propositions-md.md,bd2f7d98-329f-41e3-b7e5-ecec09e238f3,canonical,business-legal,Local Fediverse
d-central/business-legal/Local-Fediverse/Enhanced-Value-Added-Services-for-Academic-Institutions-md.md,de866870-34a2-44ad-bc0c-39533a4857a5,canonical,business-legal,Local Fediverse
d-central/business-legal/Local-Fediverse/FediFlow-Institutional-Fediverse-Platform-Business-Plan-md.md,978d8330-7140-45a5-9583-a8060b084795,canonical,business-legal,Local Fediverse
d-central/business-legal/Local-Fediverse/_superseded/Academic-Institution-Specific-ROI-Value-Propositions-md-b8b972f8.md,b8b972f8-2a59-4598-8b92-68a6a1e809bb,superseded,business-legal,Local Fediverse
d-central/business-legal/Local-Fediverse/_superseded/Enhanced-Value-Added-Services-for-Academic-Institutions-md-78b65e96.md,78b65e96-c9e6-4012-9bf4-908a77b9b549,superseded,business-legal,Local Fediverse
d-central/business-legal/Open-Secure/Executive-Summary-One-Page-md.md,f4c09981-c479-4fba-8f54-392e64724011,canonical,business-legal,Open Secure
d-central/business-legal/Open-Secure/OS-PACS-v2-md.md,2c5c8657-a767-4426-8406-26c205a17f23,canonical,business-legal,Open Secure
d-central/business-legal/Open-Vision/_superseded/02-Business-Case-ROI-md.md,2f1747ab-7bea-4a20-9008-807ba87a88ab,superseded,business-legal,Open Vision
d-central/business-legal/Open-Vision/_superseded/06-Implementation-Roadmap-md.md,9ff26685-b577-44f8-9722-6a7906cfa0c9,superseded,business-legal,Open Vision
d-central/business-legal/Open-Vision/_superseded/08-Ecosystem-Business-Models-md.md,021cfbdd-b15f-45e9-ba62-a4e88c19e960,superseded,business-legal,Open Vision
d-central/business-legal/Open-Vision/_superseded/BUSINESS-PRESENTATION-md.md,f8de8a8c-21af-4419-a084-408aa56ecd0a,superseded,business-legal,Open Vision
d-central/business-legal/Open-Vision/_superseded/IMPROVEMENT-RECOMMENDATIONS-md.md,be8bc694-299b-42b7-afa1-adb4ae59cda0,superseded,business-legal,Open Vision
d-central/business-legal/Security-Ecosystem/Previous-Chat.md,130a5e08-3066-4a5b-970a-560be3c8f83f,canonical,business-legal,Security Ecosystem
d-central/business-legal/conversation-artifacts/DC-B2B-001_v1.0_B2BExpansion.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-COOP-001_v1.0_SodBoys_FullRebuild.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-COOP-001_v2.0_SodBoys_FullExpansion.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-ENTERPRISE-001_v1.0_WhiteLabel.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-FOS-001_v1.0_SodBoys.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-LIC-001_Regulated_Licensing_Pathway.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-NETINFRA-001_v1.0_NetworkInfrastructure.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-PROCUREMENT-001.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-REINVEST-001-Corporate-Procurement-Plan.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-REINVEST-002-Full-Immediate-Buildout.md,,canonical,business-legal,
d-central/business-legal/conversation-artifacts/DC-REINVEST-003-Master-Procurement-Plan.md,,canonical,business-legal,
d-central/core/economics/CivicMesh/DC-CM-INS-001-Insurance-Integration-Specification-v1-docx.md,f70a7c63-400b-45fa-b148-9a299294929c,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/FIN-CM-002-CivicMesh-Unit-Economics-Model-v1-docx.md,476cc071-1b02-48f5-82cf-271f26e67276,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/FIN-CM-005-MSSP-Cooperative-Revenue-Model-v1-docx.md,aefe3a63-fd89-4006-ab0e-927d9c32b245,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/FIN-COOP-001-Cooperative-Patronage-Distribution-Model-v1-docx.md,7db2f826-f49c-48ef-a7fe-0d26b0297d4c,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/FIN-TM-001-TrafficMesh-Revenue-Model-v1-docx.md,d0bc0720-6e36-4134-8883-4a55bd907f15,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/MKT-INS-002-Insurance-Data-Product-Catalogue-v1-docx.md,63a25cea-4644-4ef2-84e1-cc02c2d76286,canonical,core/economics,CivicMesh
d-central/core/economics/CivicMesh/OS-PATROL-TM-INS-001-TrafficMesh-Insurance-Integration-v1-docx.md,ee05b547-68e5-4d8c-bca5-f91437716488,canonical,core/economics,CivicMesh
d-central/core/economics/D-Central-Business-User-Application/Mesh-Web3-Revenue-Combination-Strategies-Maximum-Value-Extraction-md.md,68c26ab8-0363-4e5c-8771-3ec9fa1fe630,canonical,core/economics,D Central Business/ User Application
d-central/core/economics/D-Central-x-OBCC/_superseded/mesh-web3-combos-md.md,b8470334-0325-47be-91ae-bcc300625d72,superseded,core/economics,D Central x OBCC
d-central/core/economics/Federated-Learning-Platform/Cooperative-Economics-Implementation-Guide-md.md,e5627321-ae28-4c40-9057-b22396cbbd5b,canonical,core/economics,Federated Learning Platform
d-central/core/economics/Federated-System-Integration/_superseded/comprehensive-trades-cooperative-analysis-md.md,1cf1c44e-af4d-48bb-9e4a-92ff4691475f,superseded,core/economics,Federated System Integration
d-central/core/economics/Federated-System-Integration/comprehensive-professional-cooperative-analysis-md.md,e3144ace-84ae-4da9-959d-fbe0a9b98f26,canonical,core/economics,Federated System Integration
d-central/core/economics/Local-Fediverse/comprehensive-trades-cooperative-analysis-md.md,8789a2f1-8e07-4954-ba71-54a71459afe3,canonical,core/economics,Local Fediverse
d-central/core/economics/conversation-artifacts/DC-MONETARY-001_Multi_Tier_Currency_Architecture.md,,canonical,core/economics,
d-central/core/governance/Bounty/Dynamic-Operator-Deployment-System-for-D-Central-Intelligence-Workflows-md.md,39db0ae2-5698-40f3-86c8-4c51f3c9b6b0,canonical,core/governance,Bounty
d-central/core/governance/Bounty/Operator-Credentialing-System-for-D-Central-Intelligence-Network-md.md,4fc69740-d97e-48e6-9aff-3f7e3dfc05d5,canonical,core/governance,Bounty
d-central/core/governance/Bounty/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe.md,e726ae6b-5b7b-4274-9b55-2cd84bf3d21b,canonical,core/governance,Bounty
d-central/core/governance/Bounty/_superseded/The-Future-of-Community-Intelligence-A-Platform-for-Democratic-Safety-and-Prospe-0d4033e6.md,0d4033e6-0c63-44ad-85ae-5d8a6aac571b,superseded,core/governance,Bounty
d-central/core/governance/CivicMesh/DC-CM-APP-009-CivicMesh-Manager-Dashboard-v1-docx.md,51b4b1e1-6a8c-4839-b71a-a40ad611fdc9,canonical,core/governance,CivicMesh
d-central/core/governance/CivicMesh/DC-CM-FED-001-CivicMesh-Federation-Protocol-v1-docx.md,626172e1-6671-42ea-8239-c7f6344327bf,canonical,core/governance,CivicMesh
